Time A1 (s),Pressure A1 (mmHg),Volume A1 (μl)
8.702,5.64783,22.0246
8.703,4.33455,22.3079
8.704,3.37486,22.6726
8.705,2.7513,23.0924
8.706,2.35534,23.5803
8.707,2.1328,24.1195
8.708,2.06929,24.7
8.709,2.05065,25.3071
8.710,2.10187,25.8323
8.711,2.16858,26.3069
8.712,2.23444,26.6712
8.713,2.3156,26.9624
8.714,2.37807,27.2879
8.715,2.43662,27.6317
8.716,2.51022,27.9618
8.717,2.58614,28.316
8.718,2.70568,28.7048
8.719,2.83118,29.1557
8.720,2.96573,29.6963
8.721,3.10248,30.2763
8.722,3.26331,30.9639
8.723,3.39942,31.6957
8.724,3.55142,32.4821
8.725,3.68578,33.2701
8.726,3.83333,33.9886
8.727,3.95905,34.6382
8.728,4.08184,35.1288
8.729,4.18101,35.5096
8.730,4.30627,35.781
8.731,4.40705,35.963
8.732,4.51367,36.1084
8.733,4.601,36.2091
8.734,4.70732,36.2352
8.735,4.80653,36.2785
8.736,4.90187,36.3753
8.737,4.94377,36.5295
8.738,4.99378,36.7847
8.739,5.03394,37.0679
8.740,5.09105,37.4172
8.741,5.13103,37.772
8.742,5.17096,38.1368
8.743,5.19396,38.4548
8.744,5.21521,38.597
8.745,5.2299,38.6476
8.746,5.24027,38.5732
8.747,5.25142,38.4228
8.748,5.28992,38.26
8.749,5.30523,38.037
8.750,5.3214,37.7313
8.751,5.34425,37.4501
8.752,5.38297,37.183
8.753,5.43098,37.0632
8.754,5.53073,37.1225
8.755,5.70933,37.2434
8.756,6.04164,37.4821
8.757,6.59416,37.7648
8.758,7.50557,38.1501
8.759,8.94461,38.5288
8.760,11.4392,38.8467
8.761,15.7261,39.13
8.762,21.1316,39.3151
8.763,27.1837,39.4001
8.764,33.6671,39.4374
8.765,40.22,39.3671
8.766,46.561,39.2455
8.767,52.6217,39.0836
8.768,58.4483,38.9169
8.769,64.1135,38.8081
8.770,69.686,38.7518
8.771,75.0841,38.7381
8.772,79.925,38.7898
8.773,83.6554,38.7767
8.774,86.2291,38.7673
8.775,87.8613,38.7025
8.776,88.7939,38.6031
8.777,89.3714,38.3988
8.778,89.7336,38.0437
8.779,90.006,37.5667
8.780,90.2114,36.9929
8.781,90.3607,36.2798
8.782,90.4271,35.4782
8.783,90.4263,34.5411
8.784,90.2981,33.5018
8.785,90.0368,32.5124
8.786,89.6318,31.5268
8.787,89.1,30.6362
8.788,88.4458,29.7937
8.789,87.6817,28.9585
8.790,86.8023,28.1798
8.791,85.8541,27.4467
8.792,84.8078,26.783
8.793,83.6531,26.169
8.794,82.4171,25.5555
8.795,81.1175,24.951
8.796,79.7589,24.3308
8.797,78.3454,23.6937
8.798,76.8752,23.0928
8.799,75.3133,22.4446
8.800,73.581,21.8244
8.801,71.5135,21.2797
8.802,68.7077,20.8119
8.803,63.7564,20.5214
8.804,57.0996,20.3596
8.805,51.4367,20.2978
8.806,46.386,20.3527
8.807,41.3833,20.4624
8.808,36.3647,20.6715
8.809,31.5141,20.8765
8.810,27.0816,21.0879
8.811,23.0537,21.2631
8.812,19.3662,21.3531
8.813,16.0231,21.4325
8.814,13.0476,21.5172
8.815,10.451,21.602
8.816,8.13823,21.7404
8.817,6.1757,21.8923
8.818,4.56321,22.1063
8.819,3.30385,22.4289
8.820,2.374,22.81
8.821,1.75288,23.2673
8.822,1.35054,23.7964
8.823,1.14993,24.3597
